Real_Permittivity,Imag_Permittivity,Conductivity,Refl_Coef_Magnitude,Refl_Coef_Phase,VSWR,Position,FaultType
1.94236220943682,2.50611434975298e-05,56284245.516279,0.00269848167506609,3.14159265358979,1.0054115663628,10,Normal
2.05652450506246,1.62048910379961e-05,56807781.3149387,0.00431743967552167,0,1.0086723215763,10,Normal
2.17627856031078,2.39268983670869e-05,56404002.2311641,0.00485623422303701,0,1.00975986463473,10,Normal
2.12544111351202,1.79998534636974e-05,56737103.7475385,0.00168411024998466,0,1.00337390252379,10,Normal
2.07589054295628,2.34118446017686e-05,57425983.2549473,0.00500539972867945,3.14159265358979,1.0100611595828,10,Normal
2.05922338330231,2.65999724404054e-05,56313239.1073896,0.0026229319323881,3.14159265358979,1.00525965959388,10,Normal
1.98833798577735,2.95298877266028e-05,57024419.7389487,0.00652959642789847,3.14159265358979,1.01314502456122,10,Normal
2.20866326734601,1.94800467567169e-05,57247316.1803371,0.00456599896896873,0,1.00917388589146,10,Normal
2.11945422151367,2.22334302490206e-05,56156718.1173232,0.00088222912758401,0,1.00176601628618,10,Normal
1.9156189141586,2.50348250843663e-05,57065322.9637654,0.00376169589207836,0,1.00755179935677,10,Normal
1.86854563255692,1.71485916653811e-05,56369600.8220748,0.00296627254932769,3.14159265358979,1.00595019499874,10,Normal
1.94802877707405,2.59434189919387e-05,57651698.3960556,0.00913768096461575,0,1.01844389637001,10,Normal
2.09326312022915,1.15980628373658e-05,56988063.2528224,0.00900282408893656,0,1.0181692224918,10,Normal
2.32357519958115,2.12583715356935e-05,57673258.7349747,0.000619550356377692,3.14159265358979,1.00123986887396,10,Normal
2.03813638052205,1.55569456782768e-05,57066330.725196,0.00558401484758522,3.14159265358979,1.01123074232707,10,Normal
1.9677394011076,1.42770043158472e-05,56277175.5958801,0.00341615981787586,3.14159265358979,1.00685573993905,10,Normal
2.21121477617462,9.66612861275384e-06,57105638.1834605,7.08416130984825e-05,0,1.00014169326398,10,Normal
2.11356574947102,2.31209519829115e-05,57498750.299871,0.000297841735581219,3.14159265358979,1.00059586094342,10,Normal
2.04375914495465,1.77029850740674e-05,57654167.9282271,0.00331601468345108,3.14159265358979,1.00665409444178,10,Normal
1.99668204026553,2.30890679110842e-05,56416708.3611437,0.00152741800066996,0,1.00305950915069,10,Normal
1.98544794817747,1.27552277848615e-05,56479672.3387139,0.00204948101038806,3.14159265358979,1.00410738001813,10,Normal
1.9830000318226,1.59979045957149e-05,57104883.5491603,0.00645061789270588,3.14159265358979,1.01298499703965,10,Normal
1.93897786228158,2.06333551103547e-05,56884304.6982279,0.00142654628267694,3.14159265358979,1.00285716844838,10,Normal
2.13880109503804,2.53439295850567e-05,57859874.6660937,0.000324039246876021,3.14159265358979,1.00064828856469,10,Normal
2.09993268473546,1.63784349425334e-05,57833408.0413389,0.00497702130198981,0,1.01000383188839,10,Normal
2.01871644040208,2.19843486012252e-05,56759815.3615903,0.00402276428596882,3.14159265358979,1.00807802456064,10,Normal
2.10605036880473,2.54595058243001e-05,56707679.4979514,0.000458789491847215,0,1.00091800015252,10,Normal
2.18186897191845,2.27934827085836e-05,57335833.2920881,0.00136715229543953,0,1.00273804791938,10,Normal
2.09282219203492,1.62763598663128e-05,56552065.3304046,0.0107823568397482,3.14159265358979,1.02179976654137,10,Normal
1.9453708791373,1.29864165458376e-05,57745525.6359593,0.00201581468607228,0,1.00403977280549,10,Normal
1.98999713206118,3.27657399843065e-05,56858609.7304453,0.00481557567896311,3.14159265358979,1.00967775532108,10,Normal
1.91815239178893,2.03879949803222e-05,57366750.4307969,0.00163425067701232,3.14159265358979,1.0032738516483,10,Normal
2.10419458643701,3.17692739532078e-05,56161330.2296115,0.0122417601609726,0,1.02478695629604,10,Normal
2.02164405431102,2.19744270780201e-05,57110464.5663142,0.00763661361469603,0,1.01539076052073,10,Normal
1.86915056174474,2.19383071757804e-05,56932099.5828272,0.00411802621677099,0,1.00827010895905,10,Normal
2.07021005680577,1.94803224125448e-05,57078032.0821542,0.000798573339958271,3.14159265358979,1.00159842313802,10,Normal
2.01381195059817,1.96978196479375e-05,56643595.3034978,0.00430708012691405,3.14159265358979,1.00865142262428,10,Normal
1.96786224743295,2.2143469781932e-05,57563954.3984739,0.00198781057093567,0,1.00398353966413,10,Normal
1.96618486713502,2.42605351185171e-05,57542321.2258401,0.00112530910991077,3.14159265358979,1.00225315371422,10,Normal
2.05268472714184,2.65881308031399e-05,56545711.7790847,0.00661683289919719,3.14159265358979,1.01332181401565,10,Normal
2.00607132583386,2.19782138607366e-05,56614472.4293605,0.000108996208606186,3.14159265358979,1.00021801618015,10,Normal
2.12240031050591,1.89642587768599e-05,56423053.1000135,0.00441974993816075,3.14159265358979,1.00887874169438,10,Normal
2.00485604499205,1.8760398593993e-05,57150247.941667,0.00551264465937662,0,1.01108640472857,10,Normal
2.15497715449333,2.47257637425194e-05,57108303.3922233,0.00232608944021102,3.14159265358979,1.00466302549479,10,Normal
2.03092197485643,1.94377389912144e-05,57083665.0011412,0.00331184121870275,0,1.00664569191381,10,Normal
2.00884144333241,1.8269821200864e-05,56702209.8322512,0.00265773542537646,3.14159265358979,1.00532963561212,10,Normal
2.16079245787728,1.50547788181359e-05,56806198.3726291,0.000204504818577376,0,1.00040909329871,10,Normal
1.96713308156871,1.6020329592224e-05,57058282.17109,0.000774668968427047,0,1.00155053909137,10,Normal
1.89009011153135,1.54835015389597e-05,56997176.5958186,0.00160800644140471,3.14159265358979,1.00322119258123,10,Normal
1.86795597503249,1.47460299537055e-05,57559679.4972617,0.0106151822860904,0,1.02145814671104,10,Normal
2.10785606680079,7.6140102846751e-06,56378352.0882564,0.00398608036195974,0,1.00800406557251,10,Normal
2.04311030473518,2.27670357196182e-05,57364934.5438224,0.00594579399976331,0,1.01196271584361,10,Normal
2.08888577588599,1.84334990538428e-05,56862104.1832251,0.0103788809918744,0,1.02097546382655,10,Normal
1.85475554553316,2.14812138147137e-05,56896040.9678439,0.00193482427466019,0,1.00387715015355,10,Normal
1.87244090688258,1.19501226019182e-05,57428948.0072454,0.00519941578767203,0,1.01045318201494,10,Normal
1.69436807059314,2.97003433898741e-05,57078588.8348188,0.00690650433953903,3.14159265358979,1.01390907174343,10,Normal
1.94824973540682,2.32021882515919e-05,57622106.0962065,0.00481510995734381,3.14159265358979,1.00967681484219,10,Normal
2.03208323494697,1.303874415223e-05,56178098.6024608,0.013525189390331,3.14159265358979,1.02742125646771,10,Normal
1.96468608540879,1.73423300504914e-05,56317302.3310107,0.00402959840413463,3.14159265358979,1.00809180352685,10,Normal
1.99077896222683,2.926081883098e-05,57282558.5330213,0.0022601766115837,3.14159265358979,1.00453059316387,10,Normal
2.15934269409802,2.76367644442043e-05,57198324.788724,0.00369652166799402,3.14159265358979,1.00742047327624,10,Normal
1.95069454165239,1.91752336034955e-05,56529486.3928961,0.00554262783172299,0,1.01114703955513,10,Normal
2.00406977131065,2.39118742610408e-05,56526585.8385644,0.00428503331790884,3.14159265358979,1.00860694769345,10,Normal
2.14574292770423,1.32859601754179e-05,56251294.976851,0.00380820671220464,3.14159265358979,1.00764552917995,10,Normal
1.97537458602184,2.31763664867638e-05,57674022.8935417,0.000489650130254341,0,1.00097978000992,10,Normal
2.03865513307609,3.00593484059905e-05,56578582.7807971,0.00426623814750477,3.14159265358979,1.00856903383404,10,Normal
2.1385073357324,2.15951565135235e-05,56769123.8472707,0.00279567551994671,0,1.00560702646653,10,Normal
2.19285186476576,2.24212498010201e-05,56653849.0758359,0.00174051306715474,3.14159265358979,1.00348709546954,10,Normal
1.89638229382512,2.0103323411651e-05,56746744.0460553,0.00680762705233896,0,1.0137085769842,10,Normal
2.19493354900533,1.84254505721568e-05,56379453.5412904,0.00369143622226017,0,1.00741022682423,10,Normal
1.99673057807012,1.56628219449654e-05,57042834.4966695,0.00357715221221398,3.14159265358979,1.00717998833559,10,Normal
1.96873153726155,1.85188292834155e-05,56198348.0382186,0.0040074918140157,0,1.00804723284779,10,Normal
1.99536323077411,1.09251436333386e-05,57198482.3614568,0.00486435096255331,0,1.0097762570706,10,Normal
2.16839305698252,2.62495890434025e-05,56522907.6561402,0.00467587244443406,0,1.00939567788016,10,Normal
1.99812029402777,1.67689735410383e-05,57045620.1812107,0.0114440646232577,3.14159265358979,1.02315309475917,10,Normal
1.96509044345546,1.21452320588155e-05,57647140.4579014,0.00257504078862432,3.14159265358979,1.00516337748488,10,Normal
2.04485151985584,2.48554019361825e-05,57283374.928245,0.0100473069154108,3.14159265358979,1.02029855968997,10,Normal
1.93418625021923,2.60230979447781e-05,57035131.3112184,0.00832109271028858,0,1.01678182857197,10,Normal
1.86395526535944,2.73140920008836e-05,56743302.7553305,0.00179026162819488,0,1.00358694482607,10,Normal
1.8910406863081,2.78348943081054e-05,56836549.7614119,0.00126827609662859,3.14159265358979,1.00253977332706,10,Normal
1.87441018290679,1.6353179841069e-05,57101879.3916311,0.00576741223419443,3.14159265358979,1.01160173646522,10,Normal
1.90478504332126,1.83787239887789e-05,57655905.0644563,0.00351673655163338,3.14159265358979,1.00705829526823,10,Normal
1.86194785806041,2.39298809461122e-05,57210449.7304035,0.00323766566349674,3.14159265358979,1.00649636438289,10,Normal
